ベルナデッタ	20	遊動	2			0		西区:10|中央区:2|北区:2|東区:1|南区:1	西区
エルシア	21	定住	1			0		西区:10|東区:3|南区:2	西区		東区:6|南区:4	東区:6|南区:4|西区:1	東区:3|西区:5	西区	西区
バルト	22	不動	2			0		北区:15	北区
エリアス	23	遊動	2			6	王都街道:2|森境街道:1	西区:8|東区:3|北区:2|中央区:2|南区:2	西区
ヴィヴィアナ	24	不動	2			0		西区:14|北区:1	西区
レオン	25	不動	2			3	王都街道:1	西区:15	西区
セレナ	26	不動	2			5	灰岩峡谷:2|黒硝子遺跡:2|忘れられた鉱山:1	南区:14|北区:1	南区
ララ	27	定住	2			30	さざめき平原:3|赤牙森林:3|灰岩峡谷:2|黒硝子遺跡:1	東区:11|南区:2|北区:1	東区
カーラ	28	定住	2	ララ		0		東区:11|西区:1|北区:1	東区
ボルガン	29	定住	3			12	王都街道:3|灰岩街道:2|麦穂街道:1|忘れられた鉱山:1	北区:12|中央区:2|西区:1	北区
アイアンくん	30	不動	3			0		南区:100	南区
ミズシロ	31	定住	2			50	灰岩峡谷:3|赤牙森林:2|黒硝子遺跡:3|星喰いの地下神殿:2|骨鳴り墓原:1|さざめき平原:1	北区:12|中央区:2|西区:1	北区
蒼龍	32	定住	1	ミズシロ		0		北区:7|西区:5	北区
睡蓮	33	定住	1	ミズシロ		0		北区:12|中央区:2|西区:2|東区:1	北区
青葉	34	定住	1	ミズシロ		0		北区:9|西区:3|東区:1	北区
氷室	35	不動	2			50	さざめき平原:2|赤牙森林:2|灰岩峡谷:2|骨鳴り墓原:1|黒硝子遺跡:1	西区:14|北区:1	西区
ツバキ	36	定住	1	氷室		0		西区:11|北区:2|中央区:1|東区:1	西区
天雷	37	定住	1	氷室		0		西区:13|北区:2	西区
小夜	38	遊動	0	ララ		0		東区:9|北区:3|西区:2	東区
空咲	39	定住	2			50	王都街道:3|麦穂街道:2|森境街道:2|灰岩街道:2	北区:14|中央区:1	北区
泡姫	40	不動	2			0		下水道:15	下水道
マモリ	41	定住	2	クラリス	クラリス:75	0		中央区:14|北区:1	中央区
唯一	42	定住	2			60	さざめき平原:4|赤牙森林:3|灰岩峡谷:2|骨鳴り墓原:2|麦穂街道:2|森境街道:1	北区:12|西区:2|中央区:1	北区
紅葉	43	定住	2			40	灰岩峡谷:3|赤牙森林:2|骨鳴り墓原:2|黒硝子遺跡:2|星喰いの地下神殿:1|さざめき平原:1	西区:12|中央区:2|北区:1	西区
黒羽	44	定住	2	紅葉		0		西区:12|中央区:2|北区:1	西区
鈴代	45	定住	2			5	王都街道:1|麦穂街道:1	東区:8|西区:4|中央区:1|北区:1	東区		東区:12|中央区:1			西区:6|東区:3	西区:5|東区:4
真白	46	不動	1			0		下水道:14|東区:1	下水道
徒然	47	不動	1			0		下水道:14|中央区:1	下水道
芍薬	48	定住	0			20	忘れられた鉱山:4|灰岩峡谷:3|灰岩街道:2	下水道:12|北区:2|南区:1	下水道
仁礼	49	定住	2			35	骨鳴り墓原:8|王都街道:1	中央区:12|北区:1|東区:1	中央区
九重	50	定住	2			35	さざめき平原:2|赤牙森林:2|灰岩峡谷:2|骨鳴り墓原:1	北区:11|中央区:2|西区:1|南区:1	北区
クサビ	51	定住	2	九重		0		北区:11|中央区:2|西区:1|南区:1	北区
琥珀	52	定住	2			10	赤牙森林:3|さざめき平原:2|灰岩峡谷:1|黒硝子遺跡:1	南区:12|東区:2|北区:1	南区
白金	53	定住	2			8	赤牙森林:1|さざめき平原:1	南区:9|西区:4|東区:1	南区
銀雪	54	定住	2			8	赤牙森林:1|骨鳴り墓原:1	南区:8|西区:4|東区:2	南区
妲己	55	定住	2			5	赤牙森林:1	南区:9|西区:4	南区
豊根	56	不動	3			0		東区:100	東区
あかり	57	不動	2			0		中央区:13|東区:2	中央区
海原	58	定住	2			8	麦穂街道:1|王都街道:1	中央区:12|西区:3|東区:2|北区:1|南区:1	中央区
風間	59	不動	2			5	麦穂街道:1	中央区:14|東区:1	中央区
白峰	60	不動	3			3	王都街道:1	中央区:15	中央区
セレスティナ	61	定住	2			0		西区:14|北区:1	西区	西区	西区
カスミ	62	不動	2			0		東区:15	東区
